# LAr EM cells with |barrel-endcap|=1 and sampling=1
# Source: C:\Users\chrys\Documents\GitHub\cgv-web\JiveXML_516761_840521342.xml
# Total LAr IDs: 27694 | Filtered: 2038
#
# id	barrel-endcap	sampling	region	eta	phi	cell_name	full_id	physical_eta	physical_phi	debug
3252080963731062784	-1	1	0	219	52	EMBC s=1 r=0 η=219 φ=52	4/1/-1/1/0/219/52	-0.689063	5.154175	
3252083188524122112	-1	1	0	220	55	EMBC s=1 r=0 η=220 φ=55	4/1/-1/1/0/220/55	-0.692188	5.448700	
3252085078309732352	-1	1	0	221	19	EMBC s=1 r=0 η=221 φ=19	4/1/-1/1/0/221/19	-0.695313	1.914408	
3252085241518489600	-1	1	0	221	38	EMBC s=1 r=0 η=221 φ=38	4/1/-1/1/0/221/38	-0.695313	3.779729	
3252087277332987904	-1	1	0	222	19	EMBC s=1 r=0 η=222 φ=19	4/1/-1/1/0/222/19	-0.698438	1.914408	
3252087440541745152	-1	1	0	222	38	EMBC s=1 r=0 η=222 φ=38	4/1/-1/1/0/222/38	-0.698438	3.779729	
3252089441996505088	-1	1	0	223	15	EMBC s=1 r=0 η=223 φ=15	4/1/-1/1/0/223/15	-0.701563	1.521709	
3252089648154935296	-1	1	0	223	39	EMBC s=1 r=0 η=223 φ=39	4/1/-1/1/0/223/39	-0.701563	3.877903	
3252089691104608256	-1	1	0	223	44	EMBC s=1 r=0 η=223 φ=44	4/1/-1/1/0/223/44	-0.701563	4.368777	
3252089734054281216	-1	1	0	223	49	EMBC s=1 r=0 η=223 φ=49	4/1/-1/1/0/223/49	-0.701563	4.859651	
3252091580890218496	-1	1	0	224	8	EMBC s=1 r=0 η=224 φ=8	4/1/-1/1/0/224/8	-0.704688	0.834486	
3252091641019760640	-1	1	0	224	15	EMBC s=1 r=0 η=224 φ=15	4/1/-1/1/0/224/15	-0.704688	1.521709	
3252092036156751872	-1	1	0	224	61	EMBC s=1 r=0 η=224 φ=61	4/1/-1/1/0/224/61	-0.704688	6.037748	
3252093736963801088	-1	1	0	225	3	EMBC s=1 r=0 η=225 φ=3	4/1/-1/1/0/225/3	-0.707813	0.343612	
3252093779913474048	-1	1	0	225	8	EMBC s=1 r=0 η=225 φ=8	4/1/-1/1/0/225/8	-0.707813	0.834486	
3252093822863147008	-1	1	0	225	13	EMBC s=1 r=0 η=225 φ=13	4/1/-1/1/0/225/13	-0.707813	1.325359	
3252093840043016192	-1	1	0	225	15	EMBC s=1 r=0 η=225 φ=15	4/1/-1/1/0/225/15	-0.707813	1.521709	
3252093917352427520	-1	1	0	225	24	EMBC s=1 r=0 η=225 φ=24	4/1/-1/1/0/225/24	-0.707813	2.405282	
3252093994661838848	-1	1	0	225	33	EMBC s=1 r=0 η=225 φ=33	4/1/-1/1/0/225/33	-0.707813	3.288855	
3252094011841708032	-1	1	0	225	35	EMBC s=1 r=0 η=225 φ=35	4/1/-1/1/0/225/35	-0.707813	3.485204	
3252094063381315584	-1	1	0	225	41	EMBC s=1 r=0 η=225 φ=41	4/1/-1/1/0/225/41	-0.707813	4.074253	
3252095935987056640	-1	1	0	226	3	EMBC s=1 r=0 η=226 φ=3	4/1/-1/1/0/226/3	-0.710938	0.343612	
3252095978936729600	-1	1	0	226	8	EMBC s=1 r=0 η=226 φ=8	4/1/-1/1/0/226/8	-0.710938	0.834486	
3252096039066271744	-1	1	0	226	15	EMBC s=1 r=0 η=226 φ=15	4/1/-1/1/0/226/15	-0.710938	1.521709	
3252098135010312192	-1	1	0	227	3	EMBC s=1 r=0 η=227 φ=3	4/1/-1/1/0/227/3	-0.714063	0.343612	
3252098177959985152	-1	1	0	227	8	EMBC s=1 r=0 η=227 φ=8	4/1/-1/1/0/227/8	-0.714063	0.834486	
3252098195139854336	-1	1	0	227	10	EMBC s=1 r=0 η=227 φ=10	4/1/-1/1/0/227/10	-0.714063	1.030835	
3252098298219069440	-1	1	0	227	22	EMBC s=1 r=0 η=227 φ=22	4/1/-1/1/0/227/22	-0.714063	2.208932	
3252100325443633152	-1	1	0	228	2	EMBC s=1 r=0 η=228 φ=2	4/1/-1/1/0/228/2	-0.717188	0.245437	
3252100376983240704	-1	1	0	228	8	EMBC s=1 r=0 η=228 φ=8	4/1/-1/1/0/228/8	-0.717188	0.834486	
3252100394163109888	-1	1	0	228	10	EMBC s=1 r=0 η=228 φ=10	4/1/-1/1/0/228/10	-0.717188	1.030835	
3252100497242324992	-1	1	0	228	22	EMBC s=1 r=0 η=228 φ=22	4/1/-1/1/0/228/22	-0.717188	2.208932	
3252100600321540096	-1	1	0	228	34	EMBC s=1 r=0 η=228 φ=34	4/1/-1/1/0/228/34	-0.717188	3.387030	
3252102859474337792	-1	1	0	229	41	EMBC s=1 r=0 η=229 φ=41	4/1/-1/1/0/229/41	-0.720313	4.074253	
3252103022683095040	-1	1	0	229	60	EMBC s=1 r=0 η=229 φ=60	4/1/-1/1/0/229/60	-0.720313	5.939574	
3252104860929097728	-1	1	0	230	18	EMBC s=1 r=0 η=230 φ=18	4/1/-1/1/0/230/18	-0.723438	1.816233	
3252104895288836096	-1	1	0	230	22	EMBC s=1 r=0 η=230 φ=22	4/1/-1/1/0/230/22	-0.723438	2.208932	
3252107008412745728	-1	1	0	231	12	EMBC s=1 r=0 η=231 φ=12	4/1/-1/1/0/231/12	-0.726563	1.227185	
3252107042772484096	-1	1	0	231	16	EMBC s=1 r=0 η=231 φ=16	4/1/-1/1/0/231/16	-0.726563	1.619884	
3252109241795739648	-1	1	0	232	16	EMBC s=1 r=0 η=232 φ=16	4/1/-1/1/0/232/16	-0.729688	1.619884	
3252109516673646592	-1	1	0	232	48	EMBC s=1 r=0 η=232 φ=48	4/1/-1/1/0/232/48	-0.729688	4.761476	
3252109551033384960	-1	1	0	232	52	EMBC s=1 r=0 η=232 φ=52	4/1/-1/1/0/232/52	-0.729688	5.154175	
3252111698517032960	-1	1	0	233	46	EMBC s=1 r=0 η=233 φ=46	4/1/-1/1/0/233/46	-0.732813	4.565127	
3252111758646575104	-1	1	0	233	53	EMBC s=1 r=0 η=233 φ=53	4/1/-1/1/0/233/53	-0.732813	5.252350	
3252113536763035648	-1	1	0	234	4	EMBC s=1 r=0 η=234 φ=4	4/1/-1/1/0/234/4	-0.735938	0.441786	
3252113888950353920	-1	1	0	234	45	EMBC s=1 r=0 η=234 φ=45	4/1/-1/1/0/234/45	-0.735938	4.466952	
3252116165283020800	-1	1	0	235	54	EMBC s=1 r=0 η=235 φ=54	4/1/-1/1/0/235/54	-0.739063	5.350525	
3252117994939088896	-1	1	0	236	11	EMBC s=1 r=0 η=236 φ=11	4/1/-1/1/0/236/11	-0.742188	1.129010	
3252118037888761856	-1	1	0	236	16	EMBC s=1 r=0 η=236 φ=16	4/1/-1/1/0/236/16	-0.742188	1.619884	
3252118312766668800	-1	1	0	236	48	EMBC s=1 r=0 η=236 φ=48	4/1/-1/1/0/236/48	-0.742188	4.761476	
3252120193962344448	-1	1	0	237	11	EMBC s=1 r=0 η=237 φ=11	4/1/-1/1/0/237/11	-0.745313	1.129010	
3252127211938906112	-1	1	0	240	60	EMBC s=1 r=0 η=240 φ=60	4/1/-1/1/0/240/60	-0.754688	5.939574	
3252129428142030848	-1	1	0	241	62	EMBC s=1 r=0 η=241 φ=62	4/1/-1/1/0/241/62	-0.757813	6.135923	
3252131627165286400	-1	1	0	242	62	EMBC s=1 r=0 η=242 φ=62	4/1/-1/1/0/242/62	-0.760938	6.135923	
3252135526995591168	-1	1	0	244	4	EMBC s=1 r=0 η=244 φ=4	4/1/-1/1/0/244/4	-0.767188	0.441786	
3252135535585525760	-1	1	0	244	5	EMBC s=1 r=0 η=244 φ=5	4/1/-1/1/0/244/5	-0.767188	0.539961	
3252135647254675456	-1	1	0	244	18	EMBC s=1 r=0 η=244 φ=18	4/1/-1/1/0/244/18	-0.767188	1.816233	
3252137734608781312	-1	1	0	245	5	EMBC s=1 r=0 η=245 φ=5	4/1/-1/1/0/245/5	-0.770313	0.539961	
3252140294409289728	-1	1	0	246	47	EMBC s=1 r=0 η=246 φ=47	4/1/-1/1/0/246/47	-0.773438	4.663302	
3252142115475423232	-1	1	0	247	3	EMBC s=1 r=0 η=247 φ=3	4/1/-1/1/0/247/3	-0.776563	0.343612	
3252142235734507520	-1	1	0	247	17	EMBC s=1 r=0 η=247 φ=17	4/1/-1/1/0/247/17	-0.776563	1.718058	
3252142304453984256	-1	1	0	247	25	EMBC s=1 r=0 η=247 φ=25	4/1/-1/1/0/247/25	-0.776563	2.503457	
3252142493432545280	-1	1	0	247	47	EMBC s=1 r=0 η=247 φ=47	4/1/-1/1/0/247/47	-0.776563	4.663302	
3252142536382218240	-1	1	0	247	52	EMBC s=1 r=0 η=247 φ=52	4/1/-1/1/0/247/52	-0.776563	5.154175	
3252144314498678784	-1	1	0	248	3	EMBC s=1 r=0 η=248 φ=3	4/1/-1/1/0/248/3	-0.779688	0.343612	
3252144735405473792	-1	1	0	248	52	EMBC s=1 r=0 η=248 φ=52	4/1/-1/1/0/248/52	-0.779688	5.154175	
3252146900068990976	-1	1	0	249	48	EMBC s=1 r=0 η=249 φ=48	4/1/-1/1/0/249/48	-0.782813	4.761476	
3252146943018663936	-1	1	0	249	53	EMBC s=1 r=0 η=249 φ=53	4/1/-1/1/0/249/53	-0.782813	5.252350	
3252149038962704384	-1	1	0	250	41	EMBC s=1 r=0 η=250 φ=41	4/1/-1/1/0/250/41	-0.785938	4.074253	
3252149099092246528	-1	1	0	250	48	EMBC s=1 r=0 η=250 φ=48	4/1/-1/1/0/250/48	-0.785938	4.761476	
3252149202171461632	-1	1	0	250	60	EMBC s=1 r=0 η=250 φ=60	4/1/-1/1/0/250/60	-0.785938	5.939574	
3252151195036286976	-1	1	0	251	36	EMBC s=1 r=0 η=251 φ=36	4/1/-1/1/0/251/36	-0.789063	3.583379	
3252153205080981504	-1	1	0	252	14	EMBC s=1 r=0 η=252 φ=14	4/1/-1/1/0/252/14	-0.792188	1.423534	
3252153394059542528	-1	1	0	252	36	EMBC s=1 r=0 η=252 φ=36	4/1/-1/1/0/252/36	-0.792188	3.583379	
3252153462779019264	-1	1	0	252	44	EMBC s=1 r=0 η=252 φ=44	4/1/-1/1/0/252/44	-0.792188	4.368777	
3252155593082798080	-1	1	0	253	36	EMBC s=1 r=0 η=253 φ=36	4/1/-1/1/0/253/36	-0.795313	3.583379	
3252155610262667264	-1	1	0	253	38	EMBC s=1 r=0 η=253 φ=38	4/1/-1/1/0/253/38	-0.795313	3.779729	
3252160034078982144	-1	1	0	255	41	EMBC s=1 r=0 η=255 φ=41	4/1/-1/1/0/255/41	-0.801563	4.074253	
3252162233102237696	-1	1	0	256	41	EMBC s=1 r=0 η=256 φ=41	4/1/-1/1/0/256/41	-0.804688	4.074253	
3252162241692172288	-1	1	0	256	42	EMBC s=1 r=0 η=256 φ=42	4/1/-1/1/0/256/42	-0.804688	4.172428	
3252164432125493248	-1	1	0	257	41	EMBC s=1 r=0 η=257 φ=41	4/1/-1/1/0/257/41	-0.807813	4.074253	
3252164440715427840	-1	1	0	257	42	EMBC s=1 r=0 η=257 φ=42	4/1/-1/1/0/257/42	-0.807813	4.172428	
3252166639738683392	-1	1	0	258	42	EMBC s=1 r=0 η=258 φ=42	4/1/-1/1/0/258/42	-0.810938	4.172428	
3252168477984686080	-1	1	0	259	0	EMBC s=1 r=0 η=259 φ=0	4/1/-1/1/0/259/0	-0.814063	0.049087	
3252168838761938944	-1	1	0	259	42	EMBC s=1 r=0 η=259 φ=42	4/1/-1/1/0/259/42	-0.814063	4.172428	
3252170754317352960	-1	1	0	260	9	EMBC s=1 r=0 η=260 φ=9	4/1/-1/1/0/260/9	-0.817188	0.932660	
3252172953340608512	-1	1	0	261	9	EMBC s=1 r=0 η=261 φ=9	4/1/-1/1/0/261/9	-0.820313	0.932660	
3252173374247403520	-1	1	0	261	58	EMBC s=1 r=0 η=261 φ=58	4/1/-1/1/0/261/58	-0.820313	5.743224	
3252175152363864064	-1	1	0	262	9	EMBC s=1 r=0 η=262 φ=9	4/1/-1/1/0/262/9	-0.823438	0.932660	
3252175573270659072	-1	1	0	262	58	EMBC s=1 r=0 η=262 φ=58	4/1/-1/1/0/262/58	-0.823438	5.743224	
3252181723663826944	-1	1	0	265	6	EMBC s=1 r=0 η=265 φ=6	4/1/-1/1/0/265/6	-0.832813	0.638136	
3252181809563172864	-1	1	0	265	16	EMBC s=1 r=0 η=265 φ=16	4/1/-1/1/0/265/16	-0.832813	1.619884	
3252186138890207232	-1	1	0	267	8	EMBC s=1 r=0 η=267 φ=8	4/1/-1/1/0/267/8	-0.839063	0.834486	
3252186568386936832	-1	1	0	267	58	EMBC s=1 r=0 η=267 φ=58	4/1/-1/1/0/267/58	-0.839063	5.743224	
3252188337913462784	-1	1	0	268	8	EMBC s=1 r=0 η=268 φ=8	4/1/-1/1/0/268/8	-0.842188	0.834486	
3252188544071892992	-1	1	0	268	32	EMBC s=1 r=0 η=268 φ=32	4/1/-1/1/0/268/32	-0.842188	3.190680	
3252188561251762176	-1	1	0	268	34	EMBC s=1 r=0 η=268 φ=34	4/1/-1/1/0/268/34	-0.842188	3.387030	
3252190536936718336	-1	1	0	269	8	EMBC s=1 r=0 η=269 φ=8	4/1/-1/1/0/269/8	-0.845313	0.834486	
3252192924938534912	-1	1	0	270	30	EMBC s=1 r=0 η=270 φ=30	4/1/-1/1/0/270/30	-0.848438	2.994330	
3252193070967422976	-1	1	0	270	47	EMBC s=1 r=0 η=270 φ=47	4/1/-1/1/0/270/47	-0.848438	4.663302	
3252193079557357568	-1	1	0	270	48	EMBC s=1 r=0 η=270 φ=48	4/1/-1/1/0/270/48	-0.848438	4.761476	
3252194952163098624	-1	1	0	271	10	EMBC s=1 r=0 η=271 φ=10	4/1/-1/1/0/271/10	-0.851563	1.030835	
3252197116826615808	-1	1	0	272	6	EMBC s=1 r=0 η=272 φ=6	4/1/-1/1/0/272/6	-0.854688	0.638136	
3252203988774289408	-1	1	0	275	38	EMBC s=1 r=0 η=275 φ=38	4/1/-1/1/0/275/38	-0.864063	3.779729	
3252208412590604288	-1	1	0	277	41	EMBC s=1 r=0 η=277 φ=41	4/1/-1/1/0/277/41	-0.870313	4.074253	
3252212544349143040	-1	1	0	279	10	EMBC s=1 r=0 η=279 φ=10	4/1/-1/1/0/279/10	-0.876563	1.030835	
3252212750507573248	-1	1	0	279	34	EMBC s=1 r=0 η=279 φ=34	4/1/-1/1/0/279/34	-0.876563	3.387030	
3252214743372398592	-1	1	0	280	10	EMBC s=1 r=0 η=280 φ=10	4/1/-1/1/0/280/10	-0.879688	1.030835	
3252214949530828800	-1	1	0	280	34	EMBC s=1 r=0 η=280 φ=34	4/1/-1/1/0/280/34	-0.879688	3.387030	
3252215009660370944	-1	1	0	280	41	EMBC s=1 r=0 η=280 φ=41	4/1/-1/1/0/280/41	-0.879688	4.074253	
3252217208683626496	-1	1	0	281	41	EMBC s=1 r=0 η=281 φ=41	4/1/-1/1/0/281/41	-0.882813	4.074253	
3252221357622034432	-1	1	0	283	12	EMBC s=1 r=0 η=283 φ=12	4/1/-1/1/0/283/12	-0.889063	1.227185	
3252221546600595456	-1	1	0	283	34	EMBC s=1 r=0 η=283 φ=34	4/1/-1/1/0/283/34	-0.889063	3.387030	
3252223745623851008	-1	1	0	284	34	EMBC s=1 r=0 η=284 φ=34	4/1/-1/1/0/284/34	-0.892188	3.387030	
3252225910287368192	-1	1	0	285	30	EMBC s=1 r=0 η=285 φ=30	4/1/-1/1/0/285/30	-0.895313	2.994330	
3252226056316256256	-1	1	0	285	47	EMBC s=1 r=0 η=285 φ=47	4/1/-1/1/0/285/47	-0.895313	4.663302	
3252228392778465280	-1	1	0	286	63	EMBC s=1 r=0 η=286 φ=63	4/1/-1/1/0/286/63	-0.898438	6.234098	
3252230454362767360	-1	1	0	287	47	EMBC s=1 r=0 η=287 φ=47	4/1/-1/1/0/287/47	-0.901563	4.663302	
3252232326968508416	-1	1	0	288	9	EMBC s=1 r=0 η=288 φ=9	4/1/-1/1/0/288/9	-0.904688	0.932660	
3252234525991763968	-1	1	0	289	9	EMBC s=1 r=0 η=289 φ=9	4/1/-1/1/0/289/9	-0.907813	0.932660	
3252236991302991872	-1	1	0	290	40	EMBC s=1 r=0 η=290 φ=40	4/1/-1/1/0/290/40	-0.910938	3.976078	
3252238846728863744	-1	1	0	291	0	EMBC s=1 r=0 η=291 φ=0	4/1/-1/1/0/291/0	-0.914063	0.049087	
3252239190326247424	-1	1	0	291	40	EMBC s=1 r=0 η=291 φ=40	4/1/-1/1/0/291/40	-0.914063	3.976078	
3252241492428718080	-1	1	0	292	52	EMBC s=1 r=0 η=292 φ=52	4/1/-1/1/0/292/52	-0.917188	5.154175	
3252243536833150976	-1	1	0	293	34	EMBC s=1 r=0 η=293 φ=34	4/1/-1/1/0/293/34	-0.920313	3.387030	
3252245847525556224	-1	1	0	294	47	EMBC s=1 r=0 η=294 φ=47	4/1/-1/1/0/294/47	-0.923438	4.663302	
3252245881885294592	-1	1	0	294	51	EMBC s=1 r=0 η=294 φ=51	4/1/-1/1/0/294/51	-0.923438	5.056001	
3252249859025010688	-1	1	0	296	2	EMBC s=1 r=0 η=296 φ=2	4/1/-1/1/0/296/2	-0.929688	0.245437	
3252250271341871104	-1	1	0	296	50	EMBC s=1 r=0 η=296 φ=50	4/1/-1/1/0/296/50	-0.929688	4.957826	
3252250279931805696	-1	1	0	296	51	EMBC s=1 r=0 η=296 φ=51	4/1/-1/1/0/296/51	-0.929688	5.056001	
3252252058048266240	-1	1	0	297	2	EMBC s=1 r=0 η=297 φ=2	4/1/-1/1/0/297/2	-0.932813	0.245437	
3252252478955061248	-1	1	0	297	51	EMBC s=1 r=0 η=297 φ=51	4/1/-1/1/0/297/51	-0.932813	5.056001	
3252254428870213632	-1	1	0	298	22	EMBC s=1 r=0 η=298 φ=22	4/1/-1/1/0/298/22	-0.935938	2.208932	
3252254677978316800	-1	1	0	298	51	EMBC s=1 r=0 η=298 φ=51	4/1/-1/1/0/298/51	-0.935938	5.056001	
3252256481864581120	-1	1	0	299	5	EMBC s=1 r=0 η=299 φ=5	4/1/-1/1/0/299/5	-0.939063	0.539961	
3252256627893469184	-1	1	0	299	22	EMBC s=1 r=0 η=299 φ=22	4/1/-1/1/0/299/22	-0.939063	2.208932	
3252256773922357248	-1	1	0	299	39	EMBC s=1 r=0 η=299 φ=39	4/1/-1/1/0/299/39	-0.939063	3.877903	
3252258947175809024	-1	1	0	300	36	EMBC s=1 r=0 η=300 φ=36	4/1/-1/1/0/300/36	-0.942188	3.583379	
3252258972945612800	-1	1	0	300	39	EMBC s=1 r=0 η=300 φ=39	4/1/-1/1/0/300/39	-0.942188	3.877903	
3252265286547537920	-1	1	0	303	6	EMBC s=1 r=0 η=303 φ=6	4/1/-1/1/0/303/6	-0.951563	0.638136	
3252265638734856192	-1	1	0	303	47	EMBC s=1 r=0 η=303 φ=47	4/1/-1/1/0/303/47	-0.951563	4.663302	
3252274108410363904	-1	1	0	307	9	EMBC s=1 r=0 η=307 φ=9	4/1/-1/1/0/307/9	-0.964063	0.932660	
3252278858644193280	-1	1	0	309	50	EMBC s=1 r=0 η=309 φ=50	4/1/-1/1/0/309/50	-0.970313	4.957826	
3252283059122208768	-1	1	0	311	27	EMBC s=1 r=0 η=311 φ=27	4/1/-1/1/0/311/27	-0.976563	2.699806	
3252285258145464320	-1	1	0	312	27	EMBC s=1 r=0 η=312 φ=27	4/1/-1/1/0/312/27	-0.979688	2.699806	
3252285275325333504	-1	1	0	312	29	EMBC s=1 r=0 η=312 φ=29	4/1/-1/1/0/312/29	-0.979688	2.896156	
3252285550203240448	-1	1	0	312	61	EMBC s=1 r=0 η=312 φ=61	4/1/-1/1/0/312/61	-0.979688	6.037748	
3252289596062433280	-1	1	0	314	20	EMBC s=1 r=0 η=314 φ=20	4/1/-1/1/0/314/20	-0.985938	2.012583	
3252291683416539136	-1	1	0	315	7	EMBC s=1 r=0 η=315 φ=7	4/1/-1/1/0/315/7	-0.989063	0.736311	
3252293822310252544	-1	1	0	316	0	EMBC s=1 r=0 η=316 φ=0	4/1/-1/1/0/316/0	-0.992188	0.049087	
3252293994108944384	-1	1	0	316	20	EMBC s=1 r=0 η=316 φ=20	4/1/-1/1/0/316/20	-0.992188	2.012583	
3252294037058617344	-1	1	0	316	25	EMBC s=1 r=0 η=316 φ=25	4/1/-1/1/0/316/25	-0.992188	2.503457	
3252294200267374592	-1	1	0	316	44	EMBC s=1 r=0 η=316 φ=44	4/1/-1/1/0/316/44	-0.992188	4.368777	
3252294251806982144	-1	1	0	316	50	EMBC s=1 r=0 η=316 φ=50	4/1/-1/1/0/316/50	-0.992188	4.957826	
3252296399290630144	-1	1	0	317	44	EMBC s=1 r=0 η=317 φ=44	4/1/-1/1/0/317/44	-0.995313	4.368777	
3252298314846044160	-1	1	0	318	11	EMBC s=1 r=0 η=318 φ=11	4/1/-1/1/0/318/11	-0.998438	1.129010	
3252309730869116928	-1	1	0	323	60	EMBC s=1 r=0 η=323 φ=60	4/1/-1/1/0/323/60	-1.014063	5.939574	
3252316010111303680	-1	1	0	326	23	EMBC s=1 r=0 η=326 φ=23	4/1/-1/1/0/326/23	-1.023438	2.307107	
3252320502647095296	-1	1	0	328	34	EMBC s=1 r=0 η=328 φ=34	4/1/-1/1/0/328/34	-1.029688	3.387030	
3252324711715045376	-1	1	0	330	12	EMBC s=1 r=0 η=330 φ=12	4/1/-1/1/0/330/12	-1.035937	1.227185	
3252326884968497152	-1	1	0	331	9	EMBC s=1 r=0 η=331 φ=9	4/1/-1/1/0/331/9	-1.039063	0.932660	
3252326910738300928	-1	1	0	331	12	EMBC s=1 r=0 η=331 φ=12	4/1/-1/1/0/331/12	-1.039063	1.227185	
3252327039587319808	-1	1	0	331	27	EMBC s=1 r=0 η=331 φ=27	4/1/-1/1/0/331/27	-1.039063	2.699806	
3252327219975946240	-1	1	0	331	48	EMBC s=1 r=0 η=331 φ=48	4/1/-1/1/0/331/48	-1.039063	4.761476	
3252329101171621888	-1	1	0	332	11	EMBC s=1 r=0 η=332 φ=11	4/1/-1/1/0/332/11	-1.042188	1.129010	
3252329195660902400	-1	1	0	332	22	EMBC s=1 r=0 η=332 φ=22	4/1/-1/1/0/332/22	-1.042188	2.208932	
3252331506353307648	-1	1	0	333	35	EMBC s=1 r=0 η=333 φ=35	4/1/-1/1/0/333/35	-1.045313	3.485204	
3252333473448329216	-1	1	0	334	8	EMBC s=1 r=0 η=334 φ=8	4/1/-1/1/0/334/8	-1.048437	0.834486	
3252333482038263808	-1	1	0	334	9	EMBC s=1 r=0 η=334 φ=9	4/1/-1/1/0/334/9	-1.048437	0.932660	
3252333705376563200	-1	1	0	334	35	EMBC s=1 r=0 η=334 φ=35	4/1/-1/1/0/334/35	-1.048437	3.485204	
3252335844270276608	-1	1	0	335	28	EMBC s=1 r=0 η=335 φ=28	4/1/-1/1/0/335/28	-1.051562	2.797981	
3252337880084774912	-1	1	0	336	9	EMBC s=1 r=0 η=336 φ=9	4/1/-1/1/0/336/9	-1.054688	0.932660	
3252338026113662976	-1	1	0	336	26	EMBC s=1 r=0 η=336 φ=26	4/1/-1/1/0/336/26	-1.054688	2.601631	
3252340216546983936	-1	1	0	337	25	EMBC s=1 r=0 η=337 φ=25	4/1/-1/1/0/337/25	-1.057813	2.503457	
3252342278131286016	-1	1	0	338	9	EMBC s=1 r=0 η=338 φ=9	4/1/-1/1/0/338/9	-1.060938	0.932660	
3252342707628015616	-1	1	0	338	59	EMBC s=1 r=0 η=338 φ=59	4/1/-1/1/0/338/59	-1.060938	5.841399	
3252344477154541568	-1	1	0	339	9	EMBC s=1 r=0 η=339 φ=9	4/1/-1/1/0/339/9	-1.064062	0.932660	
3252344709082775552	-1	1	0	339	36	EMBC s=1 r=0 η=339 φ=36	4/1/-1/1/0/339/36	-1.064062	3.583379	
3252344906651271168	-1	1	0	339	59	EMBC s=1 r=0 η=339 φ=59	4/1/-1/1/0/339/59	-1.064062	5.841399	
3252346839386554368	-1	1	0	340	28	EMBC s=1 r=0 η=340 φ=28	4/1/-1/1/0/340/28	-1.067187	2.797981	
3252351194483392512	-1	1	0	342	23	EMBC s=1 r=0 η=342 φ=23	4/1/-1/1/0/342/23	-1.073438	2.307107	
3252353316197236736	-1	1	0	343	14	EMBC s=1 r=0 η=343 φ=14	4/1/-1/1/0/343/14	-1.076563	1.423534	
3252353393506648064	-1	1	0	343	23	EMBC s=1 r=0 η=343 φ=23	4/1/-1/1/0/343/23	-1.076563	2.307107	
3252355463680884736	-1	1	0	344	8	EMBC s=1 r=0 η=344 φ=8	4/1/-1/1/0/344/8	-1.079687	0.834486	
3252355515220492288	-1	1	0	344	14	EMBC s=1 r=0 η=344 φ=14	4/1/-1/1/0/344/14	-1.079687	1.423534	
3252357662704140288	-1	1	0	345	8	EMBC s=1 r=0 η=345 φ=8	4/1/-1/1/0/345/8	-1.082812	0.834486	
3252359913267003392	-1	1	0	346	14	EMBC s=1 r=0 η=346 φ=14	4/1/-1/1/0/346/14	-1.085938	1.423534	
3252362112290258944	-1	1	0	347	14	EMBC s=1 r=0 η=347 φ=14	4/1/-1/1/0/347/14	-1.089063	1.423534	
3252364311313514496	-1	1	0	348	14	EMBC s=1 r=0 η=348 φ=14	4/1/-1/1/0/348/14	-1.092188	1.423534	
3252368906928521216	-1	1	0	350	37	EMBC s=1 r=0 η=350 φ=37	4/1/-1/1/0/350/37	-1.098437	3.681554	
3252371105951776768	-1	1	0	351	37	EMBC s=1 r=0 η=351 φ=37	4/1/-1/1/0/351/37	-1.101563	3.681554	
3252373304975032320	-1	1	0	352	37	EMBC s=1 r=0 η=352 φ=37	4/1/-1/1/0/352/37	-1.104688	3.681554	
3252375186170707968	-1	1	0	353	0	EMBC s=1 r=0 η=353 φ=0	4/1/-1/1/0/353/0	-1.107813	0.049087	
3252375503998287872	-1	1	0	353	37	EMBC s=1 r=0 η=353 φ=37	4/1/-1/1/0/353/37	-1.107813	3.681554	
3252377703021543424	-1	1	0	354	37	EMBC s=1 r=0 η=354 φ=37	4/1/-1/1/0/354/37	-1.110937	3.681554	
3252379584217219072	-1	1	0	355	0	EMBC s=1 r=0 η=355 φ=0	4/1/-1/1/0/355/0	-1.114062	0.049087	
3252379902044798976	-1	1	0	355	37	EMBC s=1 r=0 η=355 φ=37	4/1/-1/1/0/355/37	-1.114062	3.681554	
3252379919224668160	-1	1	0	355	39	EMBC s=1 r=0 η=355 φ=39	4/1/-1/1/0/355/39	-1.114062	3.877903	
3252379953584406528	-1	1	0	355	43	EMBC s=1 r=0 η=355 φ=43	4/1/-1/1/0/355/43	-1.114062	4.270603	
3252384008033533952	-1	1	0	357	3	EMBC s=1 r=0 η=357 φ=3	4/1/-1/1/0/357/3	-1.120313	0.343612	
3252384068163076096	-1	1	0	357	10	EMBC s=1 r=0 η=357 φ=10	4/1/-1/1/0/357/10	-1.120313	1.030835	
3252386361675612160	-1	1	0	358	21	EMBC s=1 r=0 η=358 φ=21	4/1/-1/1/0/358/21	-1.123438	2.110758	
3252386627963584512	-1	1	0	358	52	EMBC s=1 r=0 η=358 φ=52	4/1/-1/1/0/358/52	-1.123438	5.154175	
3252388406080045056	-1	1	0	359	3	EMBC s=1 r=0 η=359 φ=3	4/1/-1/1/0/359/3	-1.126562	0.343612	
3252388577878736896	-1	1	0	359	23	EMBC s=1 r=0 η=359 φ=23	4/1/-1/1/0/359/23	-1.126562	2.307107	
3252388595058606080	-1	1	0	359	25	EMBC s=1 r=0 η=359 φ=25	4/1/-1/1/0/359/25	-1.126562	2.503457	
